# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       657                542         +115
# Insertions                           18                 31          -13
# Deletions                            26                 21           +5
# ----------------------------------------------------------------------
# Total Errors                        701                594         +107
# Hits (Correct)                     8762               8882         -120
# ----------------------------------------------------------------------
# WER                              7.42%             6.29%       +1.13%
#
# WER ON WORSE TRIALS ONLY (154 trials):
# LLM WER                         26.23%
# Baseline WER                     7.16%
#
# WER ON RANDOM SUBSET OF 50 WORSE TRIALS (seed=42):
# LLM WER                         23.14%
# Baseline WER                     5.05%
#
# RANDOM 50 SUBSET INDICES (50 trials):
53 155 157 164 165 172 176 180 203 219 301 372 381 393 411 430 440 446 494 508 519 528 538 542 586 587 590 591 593 599 695 708 711 763 942 974 993 1038 1110 1111 1191 1224 1251 1312 1320 1334 1335 1377 1401 1404
#
# WER ON RANDOM SUBSET OF 25 WORSE TRIALS (seed=42):
# LLM WER                         20.77%
# Baseline WER                     3.83%
#
# RANDOM 25 SUBSET INDICES (25 trials):
53 157 164 165 372 381 393 430 446 494 542 586 587 590 593 599 708 711 1110 1111 1191 1312 1335 1377 1404
#
# WER ON RANDOM SUBSET OF 10 WORSE TRIALS (seed=42):
# LLM WER                         18.42%
# Baseline WER                     2.63%
#
# RANDOM 10 SUBSET INDICES (10 trials):
157 372 393 430 446 590 599 708 1335 1401
#
# WORSE TRIAL INDICES (154 trials):
16 53 106 118 127 155 157 164 165 168 172 176 180 203 213 219 252 267 286 301 316 343 372 381 387 390 393 411 430 431 432 435 436 440 441 446 467 473 489 493 494 502 506 508 519 528 530 534 538 540 542 543 576 581 582 586 587 590 591 593 595 596 599 607 618 628 687 693 695 699 708 711 718 731 736 739 740 763 819 826 850 856 868 873 891 906 936 942 955 956 957 962 970 974 990 991 992 993 999 1002 1005 1006 1012 1038 1045 1074 1105 1110 1111 1112 1143 1149 1154 1173 1191 1213 1215 1220 1223 1224 1239 1248 1251 1252 1255 1261 1263 1270 1274 1312 1315 1316 1320 1323 1324 1329 1332 1333 1334 1335 1346 1349 1353 1365 1377 1380 1384 1386 1391 1394 1397 1401 1404 1423
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
163,0.2,0.4,BETTER,they are the detroit delegates,They are the Detroit.,they are the detroit tell us
164,0.33,0.0,WORSE,they have coupons,They have.,they have coupons
165,0.6,0.4,WORSE,i can't believe they can,I can't bither.,i get it they can
167,0.14,0.14,SAME,in a new house everything is white,In a new house everything is.,in a new house everything is what
168,0.25,0.0,WORSE,easiest way out maybe,Easiest way out?,easiest way out maybe
169,0.5,0.5,SAME,that will help solve our problems,That will have some our.,that will have some our problem
172,0.33,0.17,WORSE,there are also these various disclosures,There are also this various.,there are also these various disclosure
176,0.5,0.12,WORSE,on probation or parole and killed someone else,On profession or before and could someone.,on probation or parole and killed someone
180,0.22,0.11,WORSE,trump's budget is just a proposal at this point,Trust Trump's budget is just a propeller at this point.,from trump's budget is just a proposal at this point
203,0.17,0.0,WORSE,you can't get all of us,No you can't get all of us.,you can't get all of us
213,0.5,0.0,WORSE,tactical decision,Technical Decision.,tactical decision
219,0.25,0.0,WORSE,a liberal arts school,A a liberal arts school.,a liberal arts school
238,0.11,0.11,SAME,oh well no point in dwelling on the past,Oh well no point in wailing on the past.,well no point in dwelling on the past
242,1.0,2.5,BETTER,zoology department,Utility Depart.,you call it a party
247,0.17,0.5,BETTER,pay and exhaustion and you know,Pay and exception and you know.,an exception and you know
249,0.0,0.2,BETTER,a restaurant that employs minorities,A restaurant that employs minorities.,a restaurant that employs minority
252,0.29,0.14,WORSE,i have more energy when i exercise,I have more innocent when I injustices.,i have more energy when i injustices
253,0.0,0.5,BETTER,probably seventies,Probably Seventies.,probably seventy
254,0.0,0.11,BETTER,the court is yet to make its decision public,The court is yet to make its decision public.,the card is yet to make its decision public
258,0.0,0.17,BETTER,that kind of threw them off,That kind of threw them off.,that kind of threw them of
267,0.5,0.25,WORSE,regime change in iran,running change in around.,regime change in early
272,0.25,0.25,SAME,he was a courier,He was a Tory.,he was a carry
274,0.0,0.17,BETTER,we didn't do it very much,We didn't do it very much.,we didn't do it it very much
278,0.33,0.33,SAME,ambiance down there,Ambience down there.,obvious down there
284,0.0,0.2,BETTER,they are tempting at times,They are tempting at times.,they are something at times
286,0.33,0.17,WORSE,put a cramp in your viewing,But a trap in your viewing.,but a cramp in your viewing
287,0.17,0.17,SAME,the vines are really taking over,The signs are really taking over.,the fines are really taking over
291,0.0,0.25,BETTER,i have a standard,I have a standard.,i have a stern
292,0.2,0.2,SAME,i don't want any interruptions,I don't want any interactions.,i don't want any answers
294,0.09,0.09,SAME,i love all the windows that they have out now too,I love all the wieners that they have out now too.,i love all the wonders that they have out now too
301,0.25,0.0,WORSE,because that's perfectly clean,Because that's probably clean.,because that's perfectly clean
305,0.0,0.25,BETTER,i don't like administration,I don't like administration.,i don't like a
316,0.14,0.0,WORSE,a producer of movies in baltimore called,A prohibition of movies in Baltimore called.,a producer of movies in baltimore called
318,0.0,0.25,BETTER,barbecues and mexican food,Barbecues and Mexican food.,beans and mexican food
332,0.08,0.08,SAME,this is the price paid for counting eggs rather than chicken embryos,This is the price paid for counting eggs rather than chicken ambiance.,this is the price paid for counting eggs rather than chicken habeas
338,0.09,0.09,SAME,oh so you need to put away the milk and cereal,Hey so you need to put away the milk and cereal.,so you need to put away the milk and cereal
342,0.11,0.22,BETTER,i'm not even disputing the results of the board,I'm not even disputing the results of the point.,i'm not even disputing the result of the point
343,0.25,0.0,WORSE,and hurricane jose had not turned north yet,And Oregon also had not turned north yet.,and hurricane jose had not turned north yet
347,0.11,0.44,BETTER,i just stood there and soaked it all up,I just to stood there and soaked it all up.,just to start there and set it all up
349,0.25,0.25,SAME,i was on crutches,I was on trenches.,i was on trenton
354,0.43,0.43,SAME,the sticky slide rugs under the carpet,The stinging cloud grass under the carpet.,the stinking cloud grass under the carpet
370,0.4,0.4,SAME,like the old hank williams,Like the old week winners?,like the old he was
372,0.33,0.17,WORSE,taylor attributed this to confirmation bias,Taylor indigenous this to confirmation buyers.,dealer attributed this to confirmation bias
376,0.07,0.07,SAME,he can consistently score the damage you need to prowl your hand into play,He can consistently score the damage you need to trial your hand into play.,he can consistently score the damage you need to roll your hand into play
380,0.18,0.18,SAME,pasquale thinks a similar argument should be made for search engines,Buswell is a similar argument should be made for search engines.,swell things a similar argument should be made for search engines
381,0.44,0.11,WORSE,the hercules and rainbow stag beetles are highlights here,The Hercules and Grable stack models are headlines here.,the hercules and rainbow stag beetles are headlines here
384,0.11,0.11,SAME,the news and stories that matter delivered weekday mornings,The news and stories that matter delivered Wednesday mornings.,the news and stories that matter delivered winter mornings
387,0.09,0.0,WORSE,are either or both dogs considered dangerous under davis county ordinance,Are either or both dogs decided dangerous under Davis County ordinance?,are either or both dogs considered dangerous under davis county ordinance
390,0.12,0.0,WORSE,the quantity you chose exceeds the quantity available,The quantity you chose isn't the quantity available.,the quantity you chose exceeds the quantity available
393,0.1,0.0,WORSE,is it a novelty or a real coin of importance,Is it a novelty or a real kind of importance?,is it a novelty or a real coin of importance
400,0.33,0.33,SAME,better than europe,Better than Uber?,better than rubber
411,0.25,0.0,WORSE,see things like that,C things like that.,see things like that
419,0.25,0.25,SAME,almost like a tingling,Almost like a dealing.,almost like a killing
421,0.25,0.25,SAME,i noticed those dogs,I noticed those tags.,i noticed those talks
430,0.3,0.1,WORSE,there are no more vehicle tokens spread across the map,There are no more vehicle talkers straight at the map.,there are no more vehicle tokens spread out the map
431,0.12,0.0,WORSE,where is the evidence that they possess consciousness,Where is the evidence that they possess consciences?,where is the evidence that they possess consciousness
432,0.22,0.0,WORSE,nevertheless i roll my eyes as i get up,Nevertheless I grow my house as I get up.,nevertheless i roll my eyes as i get up
433,0.38,0.5,BETTER,people will do humiliating grotesque things for ambition,People will do imitating critics things for attention.,people will do much to protect things for a
435,0.44,0.11,WORSE,they send off emissaries to start new cancer colonies,They said a emissions to start new cancer colleges.,they set off emissaries to start new cancer colonies
436,0.18,0.0,WORSE,you actually look forward to foxes or raccoons raiding your garbage,You actually look forward to foxes or rickards raiding your garden.,you actually look forward to foxes or raccoons raiding your garbage
439,0.2,0.2,SAME,check out ebay craigslist and other online sites for deals,Check out B wrestling and other online sites for deals.,check out be priceless and other online sites for deals
440,0.15,0.0,WORSE,sign up for our daily newsletter of the top stories in courier country,Sign up for our daily newsletter of the top stories in Korea wanting.,sign up for our daily newsletter of the top stories in courier country
441,0.22,0.11,WORSE,such threats are a violation of the un charter,Such things are a violation of the union charter.,such threats are a violation of the union charter
446,0.17,0.0,WORSE,once they have children over here,What They Have Children Over Here?,once they have children over here
449,0.14,0.14,SAME,i like just looking at the billboards,I like just looking at the babies.,i like just looking at the boys
467,0.25,0.0,WORSE,basically the guy commits,Basically the guy comments.,basically the guy commits
469,0.6,1.0,BETTER,waves born exercising boat grateful,was born exercising but graceful.,way more exciting but stressful
470,0.4,0.6,BETTER,shop spraying mathematics developing nashville,Shop Storing Mathematics Developing Castle.,shop storing mathematics developer castle
471,0.8,1.0,BETTER,run bargains hopeless persists meals,The body's endless pursuits meals.,one bothers endless percent miles
472,0.6,0.6,SAME,keeps allowed monarch strap uses,This allowed mimic top uses.,it's allowed my shop uses
473,0.5,0.33,WORSE,casualty communism argue frost receptacle scroll,Casualty communism and first receptacle school.,casualty communism argue first receptacle school
476,0.5,0.5,SAME,turquoise teams dollars concentration wind's stupidly,Cause teams dollars concentration was company.,cause teams dollars concentration was commonly
477,0.67,0.67,SAME,pops against idol accurate crop steak,Pass unused idle accurate crop stick.,pass goes idle accurate crop stick
478,0.8,0.8,SAME,kept touring shallows hang everyone,But during sales thing everyone.,but during sal's thing everyone
479,0.6,0.8,BETTER,terms news earning by commitment,Does nose owning by commitment?,dog's nose honoring my commitment
481,0.2,0.6,BETTER,elk diplomatic plates reimbursed names,Elk diplomatic please reimbursed names.,all diplomatic please reboot names
482,0.5,0.5,SAME,first terror slips done,First Terry Clips Done!,first tear slips down
483,0.33,0.33,SAME,ice hairs blooming coming opinion take,I have blooming coming opinion take.,is blooming coming opinion take
485,0.4,0.8,BETTER,grade nucleus arrive excess destroying,Grade nucleus of axes destroying.,great necklace of axes destroying
486,0.5,0.5,SAME,bonsai meeting ghost mainly,Bonsai Meeting Just Manly?,bonsai meaning just mainly
487,0.2,0.4,BETTER,resale telling serious understanding moral,Real telling serious understanding moral.,we sell telling serious understanding moral
488,0.6,0.8,BETTER,democratically reduces carbon cramped baked,Democratically reduces common red paint.,drastically reduces common red paint
489,0.25,0.0,WORSE,we're paying basketball people,We're being basketball people.,we're paying basketball people
493,0.5,0.0,WORSE,either savings or investment,Either servants are investment.,either savings or investment
494,0.14,0.0,WORSE,magnified vision able to see at night,Mystified Vision Able to See at Night?,magnified vision able to see at night
502,0.1,0.0,WORSE,she'd just get on the first step and lay down,She just get on the first step and lay down.,she'd just get on the first step and lay down
506,0.14,0.0,WORSE,while my oldest was a year old,Well my oldest was a year old.,while my oldest was a year old
508,0.29,0.14,WORSE,i'm tired of being a pacifist though,I'm kind of being a pessimist though.,i'm kind of being a pacifist though
509,0.0,0.2,BETTER,maybe they're counting on that,Maybe they're counting on that.,maybe they're getting on that
515,0.25,0.25,SAME,also known as welfare,Also known as Wiley.,also known as well
519,0.11,0.0,WORSE,vancouver teacher faces disciplinary action for harassing gay student,Vancouver teacher faces disciplinary action for arresting gay student.,vancouver teacher faces disciplinary action for harassing gay student
528,0.1,0.0,WORSE,your birthday and age won't be visible to other users,Your Birthing and Age won't be visible to other users.,your birthday and age won't be visible to other users
530,0.08,0.0,WORSE,a man with a small pension is a ward of the government,A man with a small chicken is a ward of the government.,a man with a small pension is a ward of the government
531,0.18,0.27,BETTER,this week's pick is an algorithm that can diagnose a stroke,This week's pick is an acronym that can diagnose a drug.,this week's pic is an angle that can diagnose a drug
533,0.38,0.38,SAME,the birch canoe slid on the smooth planks,The birch canoe leaned on the spoons place.,the birch canoe leaned on the school's place
534,0.25,0.0,WORSE,glue the sheet to the dark blue background,Glue the sheet to the junk blue placard.,glue the sheet to the dark blue background
538,0.14,0.0,WORSE,the juice of lemons makes fine punch,The Change of Lemons Makes Fine Punch.,the juice of lemons makes fine punch
540,0.38,0.25,WORSE,the hogs were fed chopped corn and garbage,The hands were fed chopped card and cabbage.,the hands were fed chopped corn and cabbage
541,0.14,0.14,SAME,four hours of steady work faced us,Four hours of steady work feeds us.,four hours of steady work found us
542,0.11,0.0,WORSE,the small pup gnawed a hole in the sock,The small pup wore a hole in the sock.,the small pup gnawed a hole in the sock
543,0.22,0.11,WORSE,the fish twisted and turned on the bent hook,The French twisted and turned on the bait hook.,the fish twisted and turned on the boat hook
544,0.1,0.1,SAME,press the pants and sew a button on the vest,Press the bast and sew a button on the vest.,press the bass and sew a button on the vest
545,0.25,0.25,SAME,the swan dive was far short of perfect,The ride time was far short of perfect.,the run time was far short of perfect
546,0.11,0.11,SAME,the beauty of the view stunned the young boy,The beauty of the view scared the young boy.,the beauty of the view sent the young boy
552,0.14,0.14,SAME,hoist the load to your left shoulder,What's the load to your left shoulder?,once the load to your left shoulder
553,0.33,0.33,SAME,a vegetable garden,The vegetable garden.,vegetable garden
564,0.0,0.17,BETTER,the productivity and the training costs,The productivity and the training costs.,the productivity and the training cost
567,0.0,0.2,BETTER,the air is always cool,The air is always cool.,the hair is always cool
575,0.57,0.57,SAME,the frosty air passed through the coat,The French here bust through the code.,the friend he just threw the coat
576,0.5,0.25,WORSE,the crooked maze failed to fool the mouse,The hurricane makes failed to full the most.,the hockey mask failed to fool the mouse
579,0.22,0.33,BETTER,a saw is a tool used for making boards,A saw is a school used for making points.,a saw in a school used for making points
580,0.14,0.14,SAME,the wagon moved on well oiled wheels,The workmen moved on well oiled wheels.,the water moved on well oiled wheels
581,0.29,0.0,WORSE,march the soldiers past the next hill,much the series past the next hill.,march the soldiers past the next hill
582,0.29,0.14,WORSE,a cup of sugar makes sweet fudge,A cup of city makes sweet fun.,a cup of city makes sweet fudge
583,0.14,0.14,SAME,place a rosebush near the porch steps,Place a ribbon near the porch steps.,place a recess near the porch steps
586,0.38,0.12,WORSE,use a pencil to write the first draft,Use a pistol to rout the first trap.,use a pencil to write the first trap
587,0.12,0.0,WORSE,he ran half way to the hardware store,He ran half way to the outerwear store.,he ran half way to the hardware store
588,0.38,0.5,BETTER,the clock struck to mark the third period,The clock struck two by the third pairing.,the look stuck to my the third pairing
590,0.14,0.0,WORSE,cars and busses stalled in snow drifts,Cars and buses stalled in snow drifts.,cars and busses stalled in snow drifts
591,0.3,0.2,WORSE,the set of china hit the floor with a crash,The city of Kenner hit the floor with a rush.,the set of jenner hit the floor with a judge
593,0.22,0.11,WORSE,the dune rose from the edge of the water,The town rose from the host of the water.,the moon rose from the edge of the water
595,0.11,0.0,WORSE,a yacht slid around the point into the bay,A yacht leaned around the point into the bay.,a yacht slid around the point into the bay
596,0.12,0.0,WORSE,the two met while playing on the sand,The two met while lying on the sand.,the two met while playing on the sand
599,0.14,0.0,WORSE,the lease ran out in sixteen weeks,The lease run out in sixteen weeks.,the lease ran out in sixteen weeks
607,0.4,0.2,WORSE,train accidents and everything else,Trade Expertise and Everything Else.,train accident and everything else
617,0.2,0.2,SAME,if you don't refute it,If you don't resent it.,if you don't repeat it
618,0.25,0.0,WORSE,thank you for participating,Thank you for personality.,thank you for participating
619,0.2,0.4,BETTER,employers have also voiced concerns,Employers have also voiced concerned.,employees have also voiced concerned
624,0.2,0.2,SAME,it's called reviewing my life,It's called Revealing My Life.,it's called living my life
628,0.2,0.0,WORSE,i am also doing this,I am so doing this.,i am also doing this
663,0.0,0.2,BETTER,i get less time to be with children these days,I get less time to be with children these days.,i get less time to be with children this day
670,0.11,0.11,SAME,i would love to have more of these too,I would love to have more of these to.,i would love to have more of these two
686,0.4,0.4,SAME,sports miss companies aren't television,Sports This companies are television.,sports most companies are television
687,0.4,0.2,WORSE,drug newspaper you'll report baby,Truck newspaper you'll report maybe.,from newspaper you'll report baby
689,0.2,0.8,BETTER,avoid anymore we'd guys oil,Avoid anymore when guys oil.,avoid any more white guys all
692,0.0,0.2,BETTER,child boys classical clothes team,Child Boys Classical Clothes Team.,sad boys classical clothes team
693,0.4,0.2,WORSE,store somewhere unusual helps miss,Store Somewhere Unusual House This!,store somewhere unusual house miss
695,0.4,0.2,WORSE,you'll middle benefits education lives,Cool Middle Benefits Education Life.,you'll middle benefits education life
696,0.17,0.33,BETTER,mother testing second easier program number,Mother Testing Second Easier Chromosome Number.,mother testing circuit easier from program number
697,0.4,0.4,SAME,coming sun york favorite food,Coming Soon York Favourite Food!,coming soon your favorite food
698,0.6,0.6,SAME,grew spend men necessarily you've,you spend mean necessarily move.,go spend mean necessarily you
699,0.4,0.2,WORSE,vote month expected fan nursing,First month expected for nursing.,vote month expected for nursing
700,0.0,0.4,BETTER,thank york catch along set,thank york catch along set.,think york can along set
702,0.4,0.4,SAME,story noise sounds eight friends,Story noise sounds it at friends.,story noise sounds is it friends
708,0.11,0.0,WORSE,i know what the deal was in the past,I knew what the deal was in the past.,i know what the deal was in the past
711,0.12,0.0,WORSE,they gave variety of benefits to their employees,They gave variety of benefits to their employment.,they gave variety of benefits to their employees
718,0.33,0.0,WORSE,he says he was paid today,He said he was bad today.,he says he was paid today
727,0.0,0.17,BETTER,how much is your card worth,How much is your card worth?,how much is your car worth
731,0.12,0.0,WORSE,stones with runes on them served as checkpoints,Stones with runes on them served as supports.,stones with runes on them served as checkpoints
736,0.17,0.0,WORSE,it seems like you walk quicker,It seems like you work quicker.,it seems like you walk quicker
739,0.17,0.0,WORSE,join us for an upcoming event,Join us for and upcoming event!,join us for an upcoming event
740,0.29,0.0,WORSE,do you believe in the dallas cowboys,Do you believe in the Palace Compares?,do you believe in the dallas cowboys
744,0.25,0.5,BETTER,real rough type camping,Real rough time camping.,real rough time coming
763,0.43,0.0,WORSE,i often listen to this wonderful music,I I hope and listen to this wonderful music.,i often listen to this wonderful music
804,0.0,0.17,BETTER,i bought these new clothes today,I bought these new clothes today.,i bought this new clothes today
819,0.17,0.0,WORSE,eat your food it's getting cold,It's your food it's getting cold.,eat your food it's getting cold
826,0.14,0.0,WORSE,evening is the best time for reading,Evening is the best time for wedding.,evening is the best time for reading
841,0.0,0.25,BETTER,there will be more light somewhere around here,There will be more light somewhere around here.,they will be more like somewhere around here
842,0.0,0.17,BETTER,that woman will check this fact,That woman will check this fact.,that woman will take this fact
848,0.11,0.22,BETTER,the baby will stick its head in the food,The baby will stick its is in the food.,the baby will stick it is in the food
850,0.4,0.0,WORSE,we should turn around and pick her up from school,We should guard aground and big or up from school.,we should turn around and pick her up from school
851,0.14,0.29,BETTER,the car will go north from here,The car will go north of here.,the car will go for the here
856,0.3,0.0,WORSE,can you put the book down for a few minutes,Can You Book The Book Tour For A Cool Minutes?,can you put the book down for a few minutes
864,0.11,0.11,SAME,we need to work more on the social part,We would need to work more on the social part.,we will need to work more on the social part
868,0.22,0.11,WORSE,do you know that i've never seen a monkey,Do you know that have never seen a puppy?,do you know that i've never seen a puppy
872,0.17,0.17,SAME,i think it's caused a lot,I think it's cost a lot.,i think it's got a lot
873,0.4,0.0,WORSE,if you haven't slowed down,If you haven't learned that.,if you haven't slowed down
877,0.0,0.33,BETTER,everything i learned about ancient rome,Everything I learned about ancient Rome.,everything i learned about engine room
880,0.29,0.29,SAME,wasn't allowed to run a lawn mower,Wasn't allowed to run a learn more.,wasn't allowed to run a lot more
887,0.0,0.12,BETTER,i mean i've haven't had it that long,I mean I've haven't had it that long.,i mean i haven't had it that long
891,0.17,0.0,WORSE,i'm in charge of raising them,I'm in choice of raising them.,i'm in charge of raising them
903,0.0,0.22,BETTER,employees should do some field work when they join,Employees should do some field work when they join.,employees should do some field work when the sun
906,0.11,0.0,WORSE,the old newspaper will have a report on this,The old newspaper will have a rewrite on this.,the old newspaper will have a report on this
921,0.29,0.29,SAME,these are made with a flour tortilla,These are made with a flower appearing.,these are made with a flower material
936,0.17,0.0,WORSE,there were no reports of casualties,There were no repairs of casualties.,there were no reports of casualties
942,0.17,0.0,WORSE,it is like winning the lottery,It is like winning the literally.,it is like winning the lottery
944,0.29,0.29,SAME,pets can be a lot of trouble,Bats can be a lot of dibble.,but can be a lot of people
947,0.1,0.2,BETTER,we don't listen to any elevator music at my house,We don't listen to any variety music at my house.,we don't listen to any of the music at my house
953,0.43,0.43,SAME,now some people object during primary debates,Now some people insist their primary depends.,now some people about their primary depends
955,0.14,0.0,WORSE,the recipe doesn't require kneading the dough,The recipe rises require kneading the dough.,the recipe doesn't require kneading the dough
956,0.29,0.14,WORSE,they could sell five million of those,They would sell five million of things.,they could sell five million of things
957,0.12,0.0,WORSE,the ranch dressing goes along well with that,The ranch dressing was along well with that.,the ranch dressing goes along well with that
959,0.11,0.22,BETTER,in those situations i don't know how to behave,In this situations I don't know how to behave.,in this situation i don't know how to behave
960,0.25,0.25,SAME,it would be fun just to win one,It would be fine just to one one.,it would be fine just to run one
962,0.57,0.0,WORSE,especially with butter and honey on them,Exceptionally with water at any on them.,especially with butter and honey on them
970,0.1,0.0,WORSE,i miss the intellectual stimulation of taking classes in college,I miss the intellectual simulation of taking classes in college.,i miss the intellectual stimulation of taking classes in college
974,0.11,0.0,WORSE,there is a very serious situation across the street,There is a very curious situation across the street.,there is a very serious situation across the street
979,0.0,0.11,BETTER,my favorite author just released a brand new book,My favorite author just released a brand new book.,my favorite other just released a brand new book
989,0.78,0.78,SAME,you have a choice of which car to buy,You is just what saw to be.,you is just what for to be
990,0.2,0.0,WORSE,my real concern is this,My real accent is this.,my real concern is this
991,0.4,0.0,WORSE,it's been kind of scary,It's been set of story.,it's been kind of scary
992,0.29,0.14,WORSE,they would have never picked it out,They would have never packed it in.,they would have never picked it up
993,0.33,0.0,WORSE,that is why they're kind of behind on work,That is why their count is behind on work.,that is why they're kind of behind on work
999,0.38,0.25,WORSE,it costs ten or twenty dollars per ounce,It costs ten or twenty Galaxy S.,it costs ten or twenty dollars to s
1001,0.2,0.2,SAME,it's something that interests me,It's something that tests me.,it's something that suits me
1002,0.29,0.14,WORSE,and my insurance is about to expire,In my Lawrence is about to expire.,my insurance is about to expire
1003,0.0,0.3,BETTER,i sew clothes for them every once in a while,I sew clothes for them every once in a while.,so close for them every once in a while
1004,0.29,0.43,BETTER,we were interested in the local schools,We were elicited in the long schools.,we were sitting in the long school
1005,0.3,0.0,WORSE,he won a free trip or something along those lines,He won a free trip or something with this art.,he won a free trip or something along those lines
1006,0.75,0.5,WORSE,the sport looks fun until you're playing it,The weight loss fad into healing it.,the paint looks fine until you fill it
1008,0.14,0.14,SAME,i still like the new york giants,I still like the New York stations.,i still like the new york station
1009,0.5,0.83,BETTER,i studied environmental engineering in college,I started Violator Generic in college.,i tied for a better generic in college
1010,0.29,0.29,SAME,my son really wanted a pet bird,My son really wanted a big bed.,my son really wanted a big mac
1011,0.22,0.22,SAME,one of the biggest creatures in the animal kingdom,One of the biggest creatures is the animal kim.,one of the biggest creatures of the animal kill
1012,0.75,0.58,WORSE,have you seen that one about survivors in the amazon rain forest,Have you set what befalls the muscles may vary.,have you said what about surviving the amazon may vary
