# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       437                358          +79
# Insertions                           20                 24           -4
# Deletions                            28                 15          +13
# ----------------------------------------------------------------------
# Total Errors                        485                397          +88
# Hits (Correct)                     6438               6530          -92
# ----------------------------------------------------------------------
# WER                              7.03%             5.75%       +1.27%
#
# WER ON WORSE TRIALS ONLY (119 trials):
# LLM WER                         25.96%
# Baseline WER                     7.02%
#
# WER ON RANDOM SUBSET OF 50 WORSE TRIALS (seed=42):
# LLM WER                         26.63%
# Baseline WER                     7.93%
#
# RANDOM 50 SUBSET INDICES (50 trials):
16 106 118 164 165 167 168 180 213 219 301 316 343 372 387 393 411 467 488 489 502 530 534 542 581 591 595 618 687 695 699 711 718 731 740 826 856 906 936 942 956 957 962 970 992 993 1002 1006 1012 1015
#
# WER ON RANDOM SUBSET OF 25 WORSE TRIALS (seed=42):
# LLM WER                         28.49%
# Baseline WER                     7.82%
#
# RANDOM 25 SUBSET INDICES (25 trials):
106 118 164 167 168 180 316 343 372 387 411 534 581 591 595 618 687 699 731 856 942 962 993 1012 1015
#
# WER ON RANDOM SUBSET OF 10 WORSE TRIALS (seed=42):
# LLM WER                         21.92%
# Baseline WER                     4.11%
#
# RANDOM 10 SUBSET INDICES (10 trials):
106 167 168 180 343 387 411 699 731 856
#
# WORSE TRIAL INDICES (119 trials):
16 53 84 106 118 127 141 148 155 157 162 164 165 167 168 172 176 180 203 213 219 234 252 267 294 301 304 316 343 372 381 387 390 393 404 411 430 431 432 435 436 440 441 467 488 489 493 494 502 506 508 519 528 530 534 538 540 542 543 549 560 565 576 577 581 582 586 587 590 591 593 595 596 599 607 618 621 687 690 693 695 699 708 711 718 726 731 736 739 740 763 826 850 851 856 859 868 873 891 906 936 942 955 956 957 962 970 990 991 992 993 999 1002 1005 1006 1012 1015 1038 1045
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
439,0.2,0.2,SAME,check out ebay craigslist and other online sites for deals,Check out B Crescents and other online sites for deals.,check out be priceless and other online sites for deals
440,0.15,0.0,WORSE,sign up for our daily newsletter of the top stories in courier country,sign up for our daily newsletter of the top stories in Korea wanting.,sign up for our daily newsletter of the top stories in courier country
441,0.33,0.11,WORSE,such threats are a violation of the un charter,Such things are a violation of the U. N. Charter.,such threats are a violation of the union charter
449,0.14,0.14,SAME,i like just looking at the billboards,I like just looking at the babies.,i like just looking at the boys
467,0.25,0.0,WORSE,basically the guy commits,Basically the guy comments.,basically the guy commits
469,0.6,1.0,BETTER,waves born exercising boat grateful,Was born exercising but graceful.,way more exciting but stressful
470,0.4,0.6,BETTER,shop spraying mathematics developing nashville,Shop Storing Mathematics Developing Cancel.,shop storing mathematics developer castle
471,0.6,1.0,BETTER,run bargains hopeless persists meals,One bothers unless persists meals.,one bothers endless percent miles
472,0.6,0.6,SAME,keeps allowed monarch strap uses,This allowed mimic trap uses.,it's allowed my shop uses
476,0.5,0.5,SAME,turquoise teams dollars concentration wind's stupidly,Scores Teams Dollars Concentration Wins commonly.,cause teams dollars concentration was commonly
477,0.67,0.67,SAME,pops against idol accurate crop steak,Pass unused idle accurate crop stick.,pass goes idle accurate crop stick
478,0.8,0.8,SAME,kept touring shallows hang everyone,Get during sellers thing everyone.,but during sal's thing everyone
479,0.6,0.8,BETTER,terms news earning by commitment,Does nose owning by commitment?,dog's nose honoring my commitment
481,0.2,0.6,BETTER,elk diplomatic plates reimbursed names,Elk diplomatic please reimbursed names.,all diplomatic please reboot names
482,0.5,0.5,SAME,first terror slips done,First Terry Clips Done!,first tear slips down
483,0.33,0.33,SAME,ice hairs blooming coming opinion take,As is blooming coming opinion take.,is blooming coming opinion take
485,0.4,0.8,BETTER,grade nucleus arrive excess destroying,Grade Nucleus of Access Destroying.,great necklace of axes destroying
486,0.5,0.5,SAME,bonsai meeting ghost mainly,Bonsai Meeting Just Manly?,bonsai meaning just mainly
487,0.2,0.4,BETTER,resale telling serious understanding moral,Real telling serious understanding moral.,we sell telling serious understanding moral
488,1.0,0.8,WORSE,democratically reduces carbon cramped baked,Differently produces common grade paint.,drastically reduces common red paint
489,0.25,0.0,WORSE,we're paying basketball people,We're being basketball people.,we're paying basketball people
493,0.25,0.0,WORSE,either savings or investment,Either servants or investment.,either savings or investment
494,0.14,0.0,WORSE,magnified vision able to see at night,Mystified Vision Able to See at Night?,magnified vision able to see at night
502,0.1,0.0,WORSE,she'd just get on the first step and lay down,She just get on the first step and lay down.,she'd just get on the first step and lay down
506,0.14,0.0,WORSE,while my oldest was a year old,Well my oldest was a year old.,while my oldest was a year old
508,0.29,0.14,WORSE,i'm tired of being a pacifist though,I'm kind of being a pessimist though.,i'm kind of being a pacifist though
509,0.0,0.2,BETTER,maybe they're counting on that,Maybe they're counting on that.,maybe they're getting on that
515,0.25,0.25,SAME,also known as welfare,Also known as Wiley.,also known as well
519,0.11,0.0,WORSE,vancouver teacher faces disciplinary action for harassing gay student,Vancouver teacher faces disciplinary action for arresting gay student.,vancouver teacher faces disciplinary action for harassing gay student
528,0.1,0.0,WORSE,your birthday and age won't be visible to other users,Your bonding and age won't be visible to other users.,your birthday and age won't be visible to other users
530,0.08,0.0,WORSE,a man with a small pension is a ward of the government,A man with a small kitchen is a ward of the government.,a man with a small pension is a ward of the government
531,0.18,0.27,BETTER,this week's pick is an algorithm that can diagnose a stroke,This week's pick is an acronym that can diagnose a drug.,this week's pic is an angle that can diagnose a drug
533,0.38,0.38,SAME,the birch canoe slid on the smooth planks,The Birch canoe leaned on the spoons place.,the birch canoe leaned on the school's place
534,0.25,0.0,WORSE,glue the sheet to the dark blue background,Glue the sheet to the tank blue placard.,glue the sheet to the dark blue background
538,0.43,0.0,WORSE,the juice of lemons makes fine punch,The change of limits makes fine points.,the juice of lemons makes fine punch
540,0.38,0.25,WORSE,the hogs were fed chopped corn and garbage,The hands were fed chopped cord and carbon.,the hands were fed chopped corn and cabbage
541,0.14,0.14,SAME,four hours of steady work faced us,Four hours of steady work feeds us.,four hours of steady work found us
542,0.11,0.0,WORSE,the small pup gnawed a hole in the sock,The small pup wore a hole in the sock.,the small pup gnawed a hole in the sock
543,0.33,0.11,WORSE,the fish twisted and turned on the bent hook,The French questioned and turned on the bait hook.,the fish twisted and turned on the boat hook
544,0.0,0.1,BETTER,press the pants and sew a button on the vest,Press the pants and sew a button on the vest.,press the bass and sew a button on the vest
545,0.25,0.25,SAME,the swan dive was far short of perfect,The right time was far short of perfect.,the run time was far short of perfect
546,0.11,0.11,SAME,the beauty of the view stunned the young boy,The beauty of the view scared the young boy.,the beauty of the view sent the young boy
549,0.5,0.0,WORSE,the colt reared and threw the tall rider,The Cold Read and Through the Wall Rider.,the colt reared and threw the tall rider
552,0.14,0.14,SAME,hoist the load to your left shoulder,What's the load to your left shoulder?,once the load to your left shoulder
553,0.33,0.33,SAME,a vegetable garden,The vegetable garden.,vegetable garden
560,0.33,0.0,WORSE,they're grown now,There grown now.,they're grown now
564,0.0,0.17,BETTER,the productivity and the training costs,The Productivity and the Training Costs.,the productivity and the training cost
565,0.14,0.0,WORSE,they're always willing to help you out,There always willing to help you out.,they're always willing to help you out
569,0.14,0.14,SAME,what kind of running do you do,What kind of running to you do?,what kind of riding do you do
575,0.57,0.57,SAME,the frosty air passed through the coat,The funding here bust through the code.,the friend he just threw the coat
576,0.62,0.25,WORSE,the crooked maze failed to fool the mouse,The Hurricane makes field to full the most.,the hockey mask failed to fool the mouse
577,0.17,0.0,WORSE,adding fast leads to wrong sums,Adding first leads to wrong sums.,adding fast leads to wrong sums
579,0.22,0.33,BETTER,a saw is a tool used for making boards,A saw is a school used for making points.,a saw in a school used for making points
580,0.14,0.14,SAME,the wagon moved on well oiled wheels,The workers moved on well oiled wheels.,the water moved on well oiled wheels
581,0.29,0.0,WORSE,march the soldiers past the next hill,Watch the series past the next hill.,march the soldiers past the next hill
582,0.29,0.14,WORSE,a cup of sugar makes sweet fudge,A cup of city makes sweet fun.,a cup of city makes sweet fudge
583,0.14,0.14,SAME,place a rosebush near the porch steps,Place a ribbon near the porch steps.,place a recess near the porch steps
586,0.38,0.12,WORSE,use a pencil to write the first draft,Use a basal to rate the first trap.,use a pencil to write the first trap
587,0.12,0.0,WORSE,he ran half way to the hardware store,He ran half way to the outerwear store.,he ran half way to the hardware store
588,0.38,0.5,BETTER,the clock struck to mark the third period,The clock struck two by the third pairing.,the look stuck to my the third pairing
590,0.14,0.0,WORSE,cars and busses stalled in snow drifts,Cars and buses stalled in snow drifts.,cars and busses stalled in snow drifts
591,0.3,0.2,WORSE,the set of china hit the floor with a crash,The City of Kenner hit the floor with a rush.,the set of jenner hit the floor with a judge
593,0.22,0.11,WORSE,the dune rose from the edge of the water,The tune rose from the head of the water.,the moon rose from the edge of the water
595,0.11,0.0,WORSE,a yacht slid around the point into the bay,A yacht leaned around the point into the bay.,a yacht slid around the point into the bay
596,0.12,0.0,WORSE,the two met while playing on the sand,The two met while lying on the sand.,the two met while playing on the sand
599,0.14,0.0,WORSE,the lease ran out in sixteen weeks,The lease run out in sixteen weeks.,the lease ran out in sixteen weeks
601,0.12,0.12,SAME,they told me that this was the topic,They told me that this was the coming.,they told me that this was the comic
607,0.4,0.2,WORSE,train accidents and everything else,Trade Expertise and Everything Else.,train accident and everything else
617,0.2,0.2,SAME,if you don't refute it,If you don't resent it.,if you don't repeat it
618,0.25,0.0,WORSE,thank you for participating,Thank you for persistently.,thank you for participating
619,0.2,0.4,BETTER,employers have also voiced concerns,Employers have also voiced concerned.,employees have also voiced concerned
621,0.25,0.0,WORSE,inside the jail there,Inside the Chill There.,inside the jail there
624,0.2,0.2,SAME,it's called reviewing my life,It's called revealing my life.,it's called living my life
663,0.0,0.2,BETTER,i get less time to be with children these days,I get less time to be with children these days.,i get less time to be with children this day
670,0.11,0.11,SAME,i would love to have more of these too,I would love to have more of these to.,i would love to have more of these two
686,0.4,0.4,SAME,sports miss companies aren't television,Sports This companies are television.,sports most companies are television
687,0.4,0.2,WORSE,drug newspaper you'll report baby,Truck newspaper Yule report baby.,from newspaper you'll report baby
689,0.2,0.8,BETTER,avoid anymore we'd guys oil,Avoid anymore when guys oil.,avoid any more white guys all
690,0.17,0.0,WORSE,funny past decisions dallas future bring,Many past decisions Dallas Future bring.,funny past decisions dallas future bring
692,0.0,0.2,BETTER,child boys classical clothes team,Child Boys Classical Clothes Team.,sad boys classical clothes team
693,0.4,0.2,WORSE,store somewhere unusual helps miss,Store somewhere unusual house this.,store somewhere unusual house miss
695,0.4,0.2,WORSE,you'll middle benefits education lives,Cool Middle Benefits Education Life.,you'll middle benefits education life
696,0.33,0.33,SAME,mother testing second easier program number,Mother Tasting Second Easier From Program Number.,mother testing circuit easier from program number
697,0.4,0.4,SAME,coming sun york favorite food,Coming Soon York Favourite Food!,coming soon your favorite food
698,0.6,0.6,SAME,grew spend men necessarily you've,You spend many necessarily move.,go spend mean necessarily you
699,0.4,0.2,WORSE,vote month expected fan nursing,First month expected fine nursing.,vote month expected for nursing
700,0.0,0.4,BETTER,thank york catch along set,Thank York Catch Along Set.,think york can along set
701,0.2,0.4,BETTER,mother team system amount texas,Mother team system amount taxes.,other team system amount taxes
702,0.4,0.4,SAME,story noise sounds eight friends,Story Noise Sounds Eat It Friends!,story noise sounds is it friends
703,0.17,0.33,BETTER,line talked turn depends across weekend,Line talked to Depends across weekend.,i talked to depends across weekend
708,0.11,0.0,WORSE,i know what the deal was in the past,I knew what the deal was in the past.,i know what the deal was in the past
711,0.12,0.0,WORSE,they gave variety of benefits to their employees,They gave variety of benefits to their employment.,they gave variety of benefits to their employees
718,0.33,0.0,WORSE,he says he was paid today,He said he was bad today.,he says he was paid today
726,0.14,0.0,WORSE,i will give you mine for free,I will give you one for free.,i will give you mine for free
727,0.0,0.17,BETTER,how much is your card worth,How much is your card worth?,how much is your car worth
731,0.12,0.0,WORSE,stones with runes on them served as checkpoints,Stones with runes on them served as employees.,stones with runes on them served as checkpoints
736,0.17,0.0,WORSE,it seems like you walk quicker,It seems like you work quicker.,it seems like you walk quicker
739,0.17,0.0,WORSE,join us for an upcoming event,Join us for and upcoming event!,join us for an upcoming event
740,0.29,0.0,WORSE,do you believe in the dallas cowboys,Do you believe in the palace compares?,do you believe in the dallas cowboys
744,0.25,0.5,BETTER,real rough type camping,Real rough time camping.,real rough time coming
763,0.43,0.0,WORSE,i often listen to this wonderful music,I I hope and listen to this wonderful music.,i often listen to this wonderful music
783,0.0,0.2,BETTER,this is teacher's favourite topic,This is Teachers' favourite topic.,this is teacher's favorite topic
804,0.0,0.17,BETTER,i bought these new clothes today,I bought these new clothes today.,i bought this new clothes today
826,0.14,0.0,WORSE,evening is the best time for reading,Evening is the best time for wedding.,evening is the best time for reading
842,0.0,0.17,BETTER,that woman will check this fact,That woman will check this fact.,that woman will take this fact
848,0.11,0.22,BETTER,the baby will stick its head in the food,The baby will stick its is in the food.,the baby will stick it is in the food
850,0.4,0.0,WORSE,we should turn around and pick her up from school,We should guard aground and big or up from school.,we should turn around and pick her up from school
851,0.43,0.29,WORSE,the car will go north from here,The guy will go north the hear.,the car will go for the here
856,0.3,0.0,WORSE,can you put the book down for a few minutes,Can you book the book fair for a school minutes?,can you put the book down for a few minutes
859,0.14,0.0,WORSE,we talked about this the other day,We we talked about this the other day.,we talked about this the other day
864,0.11,0.11,SAME,we need to work more on the social part,We would need to work more on the social part.,we will need to work more on the social part
868,0.22,0.11,WORSE,do you know that i've never seen a monkey,Do you know that have never seen a puppy?,do you know that i've never seen a puppy
872,0.17,0.17,SAME,i think it's caused a lot,I think it's cost a lot.,i think it's got a lot
873,0.2,0.0,WORSE,if you haven't slowed down,If you haven't cleaned down.,if you haven't slowed down
877,0.0,0.33,BETTER,everything i learned about ancient rome,Everything I learned about ancient Rome.,everything i learned about engine room
880,0.29,0.29,SAME,wasn't allowed to run a lawn mower,Wasn't allowed to run a learn more.,wasn't allowed to run a lot more
887,0.0,0.12,BETTER,i mean i've haven't had it that long,I mean I've haven't had it that long.,i mean i haven't had it that long
889,0.0,0.2,BETTER,check out our free versions,Check out our free versions.,check out our free version
891,0.17,0.0,WORSE,i'm in charge of raising them,I'm in choice of raising them.,i'm in charge of raising them
903,0.0,0.22,BETTER,employees should do some field work when they join,Employees should do some field work when they join.,employees should do some field work when the sun
906,0.11,0.0,WORSE,the old newspaper will have a report on this,The Old Newspaper will have a rewrite on this.,the old newspaper will have a report on this
910,0.17,0.17,SAME,the work gets easier with experience,The work reads easier with experience.,the work is easier with experience
921,0.14,0.29,BETTER,these are made with a flour tortilla,These are made with a flour Tamil.,these are made with a flower material
936,0.17,0.0,WORSE,there were no reports of casualties,There were no repairs of casualties.,there were no reports of casualties
942,0.17,0.0,WORSE,it is like winning the lottery,It is like winning the literally.,it is like winning the lottery
944,0.29,0.29,SAME,pets can be a lot of trouble,Pests can be a lot of devil.,but can be a lot of people
946,0.4,0.6,BETTER,the movie is slow burning,The Moving is Slow Money.,the moving is so funny
947,0.1,0.2,BETTER,we don't listen to any elevator music at my house,We don't listen to any variety music at my house.,we don't listen to any of the music at my house
953,0.43,0.43,SAME,now some people object during primary debates,Now some people expect very primary depends.,now some people about their primary depends
955,0.14,0.0,WORSE,the recipe doesn't require kneading the dough,The recipe lessons require kneading the dough.,the recipe doesn't require kneading the dough
956,0.29,0.14,WORSE,they could sell five million of those,They would sell five million of things.,they could sell five million of things
957,0.12,0.0,WORSE,the ranch dressing goes along well with that,The Ranch Dressing was along well with that.,the ranch dressing goes along well with that
959,0.22,0.22,SAME,in those situations i don't know how to behave,In this sentences I don't know how to behave.,in this situation i don't know how to behave
960,0.25,0.25,SAME,it would be fun just to win one,It would be fine just to one one.,it would be fine just to run one
962,0.57,0.0,WORSE,especially with butter and honey on them,Exceptionally with water at any on them.,especially with butter and honey on them
970,0.1,0.0,WORSE,i miss the intellectual stimulation of taking classes in college,I miss the intellectual simulation of taking classes in college.,i miss the intellectual stimulation of taking classes in college
979,0.0,0.11,BETTER,my favorite author just released a brand new book,My favorite author just released a brand new book.,my favorite other just released a brand new book
990,0.2,0.0,WORSE,my real concern is this,My real accent is this.,my real concern is this
991,0.4,0.0,WORSE,it's been kind of scary,It's been set of story.,it's been kind of scary
992,0.29,0.14,WORSE,they would have never picked it out,They would have never packed it in.,they would have never picked it up
993,0.33,0.0,WORSE,that is why they're kind of behind on work,That is why their count is behind on work.,that is why they're kind of behind on work
998,0.25,0.25,SAME,it could be recycled,It could be recorded.,it could be recalled
999,0.38,0.25,WORSE,it costs ten or twenty dollars per ounce,It costs ten or twenty Galaxy S.,it costs ten or twenty dollars to s
1001,0.2,0.2,SAME,it's something that interests me,It's something that tests me.,it's something that suits me
1002,0.29,0.14,WORSE,and my insurance is about to expire,In my Lawrence is about to expire.,my insurance is about to expire
1003,0.0,0.3,BETTER,i sew clothes for them every once in a while,I sew clothes for them every once in a while.,so close for them every once in a while
1004,0.43,0.43,SAME,we were interested in the local schools,We were elicited in the long school.,we were sitting in the long school
1005,0.3,0.0,WORSE,he won a free trip or something along those lines,He won a free trip or something really this large.,he won a free trip or something along those lines
