# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       686                542         +144
# Insertions                           35                 31           +4
# Deletions                            42                 21          +21
# ----------------------------------------------------------------------
# Total Errors                        763                594         +169
# Hits (Correct)                     8717               8882         -165
# ----------------------------------------------------------------------
# WER                              8.08%             6.29%       +1.79%
#
# WER ON WORSE TRIALS ONLY (205 trials):
# LLM WER                         26.78%
# Baseline WER                     5.88%
#
# WER ON RANDOM SUBSET OF 50 WORSE TRIALS (seed=42):
# LLM WER                         26.70%
# Baseline WER                     6.27%
#
# RANDOM 50 SUBSET INDICES (50 trials):
4 55 84 106 134 174 176 178 203 219 301 323 333 430 441 467 468 486 493 522 527 528 595 596 597 607 690 726 731 850 962 1012 1085 1143 1150 1154 1251 1261 1280 1289 1333 1346 1349 1353 1365 1379 1384 1387 1417 1418
#
# WER ON RANDOM SUBSET OF 25 WORSE TRIALS (seed=42):
# LLM WER                         27.17%
# Baseline WER                     7.61%
#
# RANDOM 25 SUBSET INDICES (25 trials):
55 84 106 174 176 203 219 301 441 468 486 493 527 731 962 1012 1085 1150 1154 1251 1289 1353 1365 1417 1418
#
# WER ON RANDOM SUBSET OF 10 WORSE TRIALS (seed=42):
# LLM WER                         19.44%
# Baseline WER                     0.00%
#
# RANDOM 10 SUBSET INDICES (10 trials):
55 203 219 301 468 493 527 1251 1353 1365
#
# WORSE TRIAL INDICES (205 trials):
3 4 10 16 23 53 55 84 106 107 132 134 135 137 144 148 153 155 157 164 165 168 174 176 178 193 203 213 219 234 235 252 267 288 299 301 302 316 321 323 333 343 361 372 381 387 390 393 408 410 430 432 435 436 440 441 467 468 477 486 488 489 493 494 504 508 516 522 523 525 527 528 538 540 541 543 549 560 576 581 582 583 586 587 590 591 595 596 597 598 599 607 611 618 621 686 687 690 694 695 698 699 707 708 711 718 724 726 731 736 740 750 763 803 850 856 859 868 873 891 906 910 918 936 942 950 955 956 957 962 970 991 993 997 998 999 1000 1002 1005 1012 1040 1059 1074 1085 1098 1105 1107 1115 1117 1133 1143 1150 1151 1152 1154 1183 1184 1191 1211 1213 1223 1224 1230 1251 1252 1255 1261 1263 1268 1270 1274 1276 1280 1289 1309 1312 1315 1316 1320 1324 1329 1332 1333 1334 1335 1346 1349 1351 1353 1365 1370 1377 1379 1384 1386 1387 1391 1397 1401 1404 1415 1417 1418 1420 1423
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
387,0.09,0.0,WORSE,are either or both dogs considered dangerous under davis county ordinance,are either or both dogs disinterred dangerous under davis county ordinance?,are either or both dogs considered dangerous under davis county ordinance
390,0.25,0.0,WORSE,the quantity you chose exceeds the quantity available,the quantity you choose exists the quantity available.,the quantity you chose exceeds the quantity available
393,0.1,0.0,WORSE,is it a novelty or a real coin of importance,is it a novelty or a real kind of importance?,is it a novelty or a real coin of importance
396,0.14,0.14,SAME,you can always heat it up again,you can always get it up again.,you can always hit it up again
400,0.33,0.33,SAME,better than europe,better than usable.,better than rubber
408,0.17,0.0,WORSE,and that's what it falls under,and that's what it feels under.,and that's what it falls under
410,0.6,0.0,WORSE,our sleeping bags i guess,our sleeping bags are a gas.,our sleeping bags i guess
419,0.0,0.25,BETTER,almost like a tingling,almost like a tingling.,almost like a killing
421,0.25,0.25,SAME,i noticed those dogs,i noticed those tracks.,i noticed those talks
430,0.2,0.1,WORSE,there are no more vehicle tokens spread across the map,there are no more vehicle tokens straight at the map.,there are no more vehicle tokens spread out the map
432,0.11,0.0,WORSE,nevertheless i roll my eyes as i get up,nevertheless i roll my house as i get up.,nevertheless i roll my eyes as i get up
433,0.38,0.5,BETTER,people will do humiliating grotesque things for ambition,people will do immunity protect things for admission.,people will do much to protect things for a
435,0.56,0.11,WORSE,they send off emissaries to start new cancer colonies,they said of him mysterious to start new cancer colleges.,they set off emissaries to start new cancer colonies
436,0.09,0.0,WORSE,you actually look forward to foxes or raccoons raiding your garbage,you actually look forward to foxes or racoons raiding your garbage.,you actually look forward to foxes or raccoons raiding your garbage
439,0.1,0.2,BETTER,check out ebay craigslist and other online sites for deals,check out ab craigslist and other online sites for deals.,check out be priceless and other online sites for deals
440,0.15,0.0,WORSE,sign up for our daily newsletter of the top stories in courier country,sign up for our daily newsletter of the top stories in curry counting.,sign up for our daily newsletter of the top stories in courier country
441,0.33,0.11,WORSE,such threats are a violation of the un charter,such things are a validation of the human charter.,such threats are a violation of the union charter
449,0.0,0.14,BETTER,i like just looking at the billboards,i like just looking at the billboards.,i like just looking at the boys
467,0.25,0.0,WORSE,basically the guy commits,basically the guy comments.,basically the guy commits
468,0.12,0.0,WORSE,so it's been real fun here to see,so it's been really fun here to see.,so it's been real fun here to see
469,0.6,1.0,BETTER,waves born exercising boat grateful,was born exercising but graceful.,way more exciting but stressful
470,0.4,0.6,BETTER,shop spraying mathematics developing nashville,shop string mathematics developing cancel.,shop storing mathematics developer castle
471,0.8,1.0,BETTER,run bargains hopeless persists meals,can burgers endless present meals?,one bothers endless percent miles
472,0.6,0.6,SAME,keeps allowed monarch strap uses,kids allowed mimic trap uses.,it's allowed my shop uses
476,0.5,0.5,SAME,turquoise teams dollars concentration wind's stupidly,cause teams dollars concentration wins commonly.,cause teams dollars concentration was commonly
477,0.83,0.67,WORSE,pops against idol accurate crop steak,pass agrees idle accurate crumb stick.,pass goes idle accurate crop stick
478,0.8,0.8,SAME,kept touring shallows hang everyone,get during sellers thing everyone.,but during sal's thing everyone
479,0.6,0.8,BETTER,terms news earning by commitment,does nose owning by commitment?,dog's nose honoring my commitment
480,0.25,0.5,BETTER,grandparents engagement throw stage,grandparents engagement through stage.,grandparents enjoyment through stage
481,0.2,0.6,BETTER,elk diplomatic plates reimbursed names,elk diplomatic please reimbursed names.,all diplomatic please reboot names
482,0.5,0.5,SAME,first terror slips done,first story clips done.,first tear slips down
483,0.33,0.33,SAME,ice hairs blooming coming opinion take,as has blooming coming opinion take.,is blooming coming opinion take
485,0.4,0.8,BETTER,grade nucleus arrive excess destroying,grade nucleus around access destroying.,great necklace of axes destroying
486,0.75,0.5,WORSE,bonsai meeting ghost mainly,bonsai meaning just manly.,bonsai meaning just mainly
487,0.2,0.4,BETTER,resale telling serious understanding moral,resell telling serious understanding moral.,we sell telling serious understanding moral
488,1.0,0.8,WORSE,democratically reduces carbon cramped baked,differently produces common grade paint.,drastically reduces common red paint
489,0.25,0.0,WORSE,we're paying basketball people,we're being basketball people.,we're paying basketball people
493,0.25,0.0,WORSE,either savings or investment,either severance or investment.,either savings or investment
494,0.14,0.0,WORSE,magnified vision able to see at night,rectified vision able to see at night.,magnified vision able to see at night
496,0.14,0.14,SAME,blizzards now have a new visual effect,playlists now have a new visual effect.,pleasant now have a new visual effect
503,0.0,0.12,BETTER,it seems like you get hit the worst,it seems like you get hit the worst.,it seems like you get it the worst
504,0.25,0.0,WORSE,they got real fat,they got real fast.,they got real fat
508,0.29,0.14,WORSE,i'm tired of being a pacifist though,i'm kind of being a pessimist though.,i'm kind of being a pacifist though
509,0.0,0.2,BETTER,maybe they're counting on that,maybe they're counting on that.,maybe they're getting on that
515,0.25,0.25,SAME,also known as welfare,also known as wifi.,also known as well
516,0.09,0.0,WORSE,will the game be priced differently during and after early access,well the game be priced differently during and after early access.,will the game be priced differently during and after early access
518,0.0,0.08,BETTER,the product i tried was their mini corn dogs which were superb,the product i tried was their mini corn dogs which were superb.,the product i tried was their mini corn dog which were superb
522,0.22,0.0,WORSE,details of this plot were reported two years ago,details of this plant were reported to years ago.,details of this plot were reported two years ago
523,0.11,0.0,WORSE,we are absolutely as excited about this as you,we are absolutely as excited about this as you are.,we are absolutely as excited about this as you
525,0.11,0.0,WORSE,so what about the enemies of the assad regime,so what about the enemies of the inside regime?,so what about the enemies of the assad regime
527,0.14,0.0,WORSE,and if i'm so blessed by the gods i'll never have to kill again,and if i'm so placed by the cards i'll never have to kill again.,and if i'm so blessed by the gods i'll never have to kill again
528,0.1,0.0,WORSE,your birthday and age won't be visible to other users,your berthing and age won't be visible to other users.,your birthday and age won't be visible to other users
531,0.18,0.27,BETTER,this week's pick is an algorithm that can diagnose a stroke,this week's pick is an acronym that can diagnose a drug.,this week's pic is an angle that can diagnose a drug
533,0.38,0.38,SAME,the birch canoe slid on the smooth planks,the birch canoe leaned on the spoons place.,the birch canoe leaned on the school's place
538,0.14,0.0,WORSE,the juice of lemons makes fine punch,the use of lemons makes fine punch.,the juice of lemons makes fine punch
540,0.5,0.25,WORSE,the hogs were fed chopped corn and garbage,the hands were found chopped cord and carbon.,the hands were fed chopped corn and cabbage
541,0.43,0.14,WORSE,four hours of steady work faced us,for hours of study work find us.,four hours of steady work found us
543,0.22,0.11,WORSE,the fish twisted and turned on the bent hook,the first twisted and turned on the boat hook.,the fish twisted and turned on the boat hook
544,0.0,0.1,BETTER,press the pants and sew a button on the vest,press the pants and sew a button on the vest.,press the bass and sew a button on the vest
546,0.11,0.11,SAME,the beauty of the view stunned the young boy,the beauty of the view stared the young boy.,the beauty of the view sent the young boy
549,0.12,0.0,WORSE,the colt reared and threw the tall rider,the cold reared and threw the tall rider.,the colt reared and threw the tall rider
552,0.0,0.14,BETTER,hoist the load to your left shoulder,hoist the load to your left shoulder.,once the load to your left shoulder
553,0.33,0.33,SAME,a vegetable garden,the vegetable garden.,vegetable garden
560,0.33,0.0,WORSE,they're grown now,they're green now.,they're grown now
564,0.0,0.17,BETTER,the productivity and the training costs,the productivity and the training costs.,the productivity and the training cost
567,0.0,0.2,BETTER,the air is always cool,the air is always cool.,the hair is always cool
569,0.14,0.14,SAME,what kind of running do you do,what kind of writing do you do?,what kind of riding do you do
575,0.57,0.57,SAME,the frosty air passed through the coat,the funding here bust through the code.,the friend he just threw the coat
576,0.5,0.25,WORSE,the crooked maze failed to fool the mouse,the hurricane makes failed to full the most.,the hockey mask failed to fool the mouse
579,0.22,0.33,BETTER,a saw is a tool used for making boards,a saw is a school used for making points.,a saw in a school used for making points
580,0.14,0.14,SAME,the wagon moved on well oiled wheels,the workers moved on well oiled wheels.,the water moved on well oiled wheels
581,0.29,0.0,WORSE,march the soldiers past the next hill,much the soldiers passed the next hill.,march the soldiers past the next hill
582,0.29,0.14,WORSE,a cup of sugar makes sweet fudge,a cup of city makes sweet fun.,a cup of city makes sweet fudge
583,0.57,0.14,WORSE,place a rosebush near the porch steps,place a response to the points states.,place a recess near the porch steps
586,0.38,0.12,WORSE,use a pencil to write the first draft,use of a muscle to write the first trap.,use a pencil to write the first trap
587,0.38,0.0,WORSE,he ran half way to the hardware store,he read his way to the outerwear store.,he ran half way to the hardware store
588,0.38,0.5,BETTER,the clock struck to mark the third period,the clock struck two for the third pairing.,the look stuck to my the third pairing
590,0.14,0.0,WORSE,cars and busses stalled in snow drifts,cars and buses stalled in snow drifts.,cars and busses stalled in snow drifts
591,0.3,0.2,WORSE,the set of china hit the floor with a crash,the set of general hit the floor with the judge.,the set of jenner hit the floor with a judge
592,0.1,0.1,SAME,this is a grand season for hikes on the road,this is a grand season for hearts on the road.,this is a grand season for hutch on the road
593,0.11,0.11,SAME,the dune rose from the edge of the water,the dune rose from the haste of the water.,the moon rose from the edge of the water
595,0.33,0.0,WORSE,a yacht slid around the point into the bay,i got lead around the point into the bay.,a yacht slid around the point into the bay
596,0.12,0.0,WORSE,the two met while playing on the sand,the two met while lying on the sand.,the two met while playing on the sand
597,0.38,0.0,WORSE,the ink stain dried on the finished page,the week soon tried on the finished page.,the ink stain dried on the finished page
598,0.12,0.0,WORSE,the walled town was seized without a fight,the world town was seized without a fight.,the walled town was seized without a fight
599,0.29,0.0,WORSE,the lease ran out in sixteen weeks,the least read out in sixteen weeks.,the lease ran out in sixteen weeks
600,0.11,0.11,SAME,it's just pocket change to a lot of people,it's just pocket change to a whole lot of people.,it's just pocket change to a a lot of people
601,0.12,0.12,SAME,they told me that this was the topic,they told me that this was the coming.,they told me that this was the comic
607,0.4,0.2,WORSE,train accidents and everything else,trade expertise and everything else.,train accident and everything else
611,0.14,0.0,WORSE,since we've been married i've stopped going,since we've been married have stopped going.,since we've been married i've stopped going
617,0.2,0.2,SAME,if you don't refute it,if you don't reflect it.,if you don't repeat it
618,0.25,0.0,WORSE,thank you for participating,thank you for persistently.,thank you for participating
621,0.25,0.0,WORSE,inside the jail there,inside the still there.,inside the jail there
623,0.33,0.33,SAME,they don't register,they don't resign.,they don't reason
624,0.2,0.2,SAME,it's called reviewing my life,it's called revealing my life.,it's called living my life
663,0.1,0.2,BETTER,i get less time to be with children these days,i get less time to be with children this days.,i get less time to be with children this day
670,0.0,0.11,BETTER,i would love to have more of these too,i would love to have more of these too.,i would love to have more of these two
686,0.6,0.4,WORSE,sports miss companies aren't television,sports most companies are tv.,sports most companies are television
687,0.4,0.2,WORSE,drug newspaper you'll report baby,truck newspaper fuel report baby.,from newspaper you'll report baby
689,0.2,0.8,BETTER,avoid anymore we'd guys oil,avoid anymore when guys oil.,avoid any more white guys all
690,0.17,0.0,WORSE,funny past decisions dallas future bring,money past decisions dallas future bring.,funny past decisions dallas future bring
692,0.0,0.2,BETTER,child boys classical clothes team,child boys classical clothes team.,sad boys classical clothes team
693,0.2,0.2,SAME,store somewhere unusual helps miss,store somewhere unusual helps this.,store somewhere unusual house miss
694,0.2,0.0,WORSE,course girl exactly fan watching,coarse girl exactly fan watching.,course girl exactly fan watching
695,0.4,0.2,WORSE,you'll middle benefits education lives,cool middle benefits education life.,you'll middle benefits education life
696,0.17,0.33,BETTER,mother testing second easier program number,mother testing second easier from program number.,mother testing circuit easier from program number
697,0.2,0.4,BETTER,coming sun york favorite food,coming soon york favorite food.,coming soon your favorite food
698,0.8,0.6,WORSE,grew spend men necessarily you've,i go spend many necessarily move.,go spend mean necessarily you
699,0.4,0.2,WORSE,vote month expected fan nursing,first month expected fine nursing.,vote month expected for nursing
700,0.2,0.4,BETTER,thank york catch along set,thank york can along set.,think york can along set
701,0.2,0.4,BETTER,mother team system amount texas,mother team system amount taxes.,other team system amount taxes
702,0.4,0.4,SAME,story noise sounds eight friends,story noise sounds it its friends.,story noise sounds is it friends
703,0.33,0.33,SAME,line talked turn depends across weekend,line talked to depends across.,i talked to depends across weekend
707,0.14,0.0,WORSE,this policy is important for social interest,this policy is important for social interests.,this policy is important for social interest
708,0.11,0.0,WORSE,i know what the deal was in the past,i knew what the deal was in the past.,i know what the deal was in the past
711,0.25,0.0,WORSE,they gave variety of benefits to their employees,they give variety of benefits to their employments.,they gave variety of benefits to their employees
718,0.33,0.0,WORSE,he says he was paid today,he said he was bad today.,he says he was paid today
724,0.14,0.0,WORSE,especially if you are coming this weekend,expectedly if you are coming this weekend.,especially if you are coming this weekend
726,0.14,0.0,WORSE,i will give you mine for free,i will give you one for free.,i will give you mine for free
727,0.0,0.17,BETTER,how much is your card worth,how much is your card worth?,how much is your car worth
731,0.25,0.0,WORSE,stones with runes on them served as checkpoints,stones with ruins on them served as templates.,stones with runes on them served as checkpoints
736,0.17,0.0,WORSE,it seems like you walk quicker,it seems like you work quicker.,it seems like you walk quicker
740,0.29,0.0,WORSE,do you believe in the dallas cowboys,do you believe in the talent companies?,do you believe in the dallas cowboys
744,0.25,0.5,BETTER,real rough type camping,real rough time camping.,real rough time coming
750,0.5,0.0,WORSE,pull all this weight,will all this wait?,pull all this weight
763,0.57,0.0,WORSE,i often listen to this wonderful music,hi i have been listening to this wonderful music.,i often listen to this wonderful music
803,0.4,0.0,WORSE,i'm watching my kid's education,i am watching my kids education.,i'm watching my kids' education
804,0.0,0.17,BETTER,i bought these new clothes today,i bought these new clothes today.,i bought this new clothes today
841,0.0,0.25,BETTER,there will be more light somewhere around here,there will be more light somewhere around here.,they will be more like somewhere around here
842,0.0,0.17,BETTER,that woman will check this fact,that woman will check this fact.,that woman will take this fact
848,0.11,0.22,BETTER,the baby will stick its head in the food,the baby will stick its is in the food.,the baby will stick it is in the food
