# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       683                545         +138
# Insertions                           28                 31           -3
# Deletions                            41                 21          +20
# ----------------------------------------------------------------------
# Total Errors                        752                597         +155
# Hits (Correct)                     8721               8879         -158
# ----------------------------------------------------------------------
# WER                              7.96%             6.32%       +1.64%
#
# WER ON WORSE TRIALS ONLY (192 trials):
# LLM WER                         25.70%
# Baseline WER                     6.33%
#
# WER ON RANDOM SUBSET OF 50 WORSE TRIALS (seed=42):
# LLM WER                         30.75%
# Baseline WER                    10.63%
#
# RANDOM 50 SUBSET INDICES (50 trials):
16 106 113 118 137 176 178 180 203 219 249 301 343 372 432 477 486 488 493 508 528 538 540 614 618 686 693 708 711 859 868 942 957 1012 1133 1150 1191 1252 1255 1268 1320 1324 1332 1351 1365 1370 1381 1391 1397 1417
#
# WER ON RANDOM SUBSET OF 25 WORSE TRIALS (seed=42):
# LLM WER                         34.34%
# Baseline WER                    15.06%
#
# RANDOM 25 SUBSET INDICES (25 trials):
106 113 118 176 178 203 219 301 432 477 488 493 508 538 868 1012 1150 1191 1255 1268 1324 1332 1351 1391 1417
#
# WER ON RANDOM SUBSET OF 10 WORSE TRIALS (seed=42):
# LLM WER                         34.43%
# Baseline WER                    18.03%
#
# RANDOM 10 SUBSET INDICES (10 trials):
106 203 219 301 488 508 538 1324 1415 1417
#
# WORSE TRIAL INDICES (192 trials):
4 16 20 23 53 55 106 113 118 134 135 137 148 153 155 157 162 164 165 168 172 174 176 178 180 193 203 213 219 234 235 249 252 267 288 301 316 321 336 343 372 380 381 387 390 393 404 410 430 431 432 435 436 440 467 477 486 488 489 493 494 504 508 519 522 525 527 528 530 534 538 540 541 549 571 576 581 582 586 587 590 595 596 597 599 607 614 618 686 687 690 693 694 695 699 707 708 711 718 726 731 736 740 763 783 850 856 859 868 873 891 906 918 936 942 950 955 957 962 970 991 992 993 997 998 999 1000 1002 1005 1012 1024 1059 1085 1098 1105 1107 1115 1133 1143 1150 1152 1154 1184 1191 1211 1213 1223 1224 1230 1251 1252 1255 1261 1263 1268 1270 1274 1280 1288 1289 1312 1315 1320 1324 1329 1330 1332 1333 1334 1335 1346 1348 1349 1351 1353 1365 1370 1377 1379 1381 1384 1386 1391 1394 1397 1400 1401 1404 1415 1417 1422 1423
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
155,0.18,0.09,WORSE,i wanted him to win best actor on top of it,i wouldn't him to win best actor on top of.,i wouldn't him to win best actor on top of it
157,0.17,0.0,WORSE,you look down at your arm,you look down at your home.,you look down at your arm
158,0.67,0.67,SAME,the bermuda triangle,the permit.,the permit trial
161,0.33,0.33,SAME,a male profession,a male.,a male professor
162,0.5,0.25,WORSE,the islanders sleep inside,the lovers sleep.,the lovers sleep inside
163,0.2,0.4,BETTER,they are the detroit delegates,they are the detroit.,they are the detroit tell us
164,0.33,0.0,WORSE,they have coupons,they have.,they have coupons
165,0.6,0.4,WORSE,i can't believe they can,i can't belay.,i get it they can
167,0.14,0.14,SAME,in a new house everything is white,in a new house everything is.,in a new house everything is what
168,0.25,0.0,WORSE,easiest way out maybe,easiest way out?,easiest way out maybe
169,0.5,0.5,SAME,that will help solve our problems,that will have some our.,that will have some our problem
172,0.33,0.17,WORSE,there are also these various disclosures,there are also this various.,there are also these various disclosure
174,0.67,0.0,WORSE,no easy choices,so easy!,no easy choices
176,0.5,0.12,WORSE,on probation or parole and killed someone else,on profession or befall and good someone.,on probation or parole and killed someone
178,0.43,0.29,WORSE,i don't think they're in a conspiracy,i don't think there is a.,i don't think there is a conspiracy
180,0.33,0.11,WORSE,trump's budget is just a proposal at this point,truss traps budget is just a propeller at this point.,from trump's budget is just a proposal at this point
193,0.12,0.0,WORSE,tim would like to take on other genres,tim would like to take on other sevens.,tim would like to take on other genres
203,0.17,0.0,WORSE,you can't get all of us,no you can't get all of us.,you can't get all of us
204,0.25,0.25,SAME,i think the newsmen,i think the newsman.,i think the movement
213,0.5,0.0,WORSE,tactical decision,technical decision.,tactical decision
219,0.25,0.0,WORSE,a liberal arts school,a a liberal arts school.,a liberal arts school
222,0.0,0.33,BETTER,you actually hand quilted it yourself,you actually hand quilted it yourself?,you actually had wanted it yourself
231,0.0,0.12,BETTER,owning on them and making payments on them,owning on them and making payments on them.,owning on them than making payments on them
234,0.25,0.0,WORSE,just the regular channel,just the regular.,just the regular channel
235,0.25,0.0,WORSE,he plays pretty regularly,he plays pretty.,he plays pretty regularly
238,0.11,0.11,SAME,oh well no point in dwelling on the past,oh well no point in wailing on the past.,well no point in dwelling on the past
242,1.5,2.5,BETTER,zoology department,you lit departed.,you call it a party
247,0.17,0.5,BETTER,pay and exhaustion and you know,pay and exception and you know.,an exception and you know
249,0.4,0.2,WORSE,a restaurant that employs minorities,a renderer that employs.,a restaurant that employs minority
252,0.29,0.14,WORSE,i have more energy when i exercise,i have more interesting when i.,i have more energy when i injustices
253,0.0,0.5,BETTER,probably seventies,probably seventies.,probably seventy
258,0.0,0.17,BETTER,that kind of threw them off,that kind of threw them off.,that kind of threw them of
267,0.5,0.25,WORSE,regime change in iran,rigid change in around.,regime change in early
268,0.0,0.12,BETTER,there is some definite snark in her report,there is some definite snark in her report.,there is some definite stock in her report
272,0.25,0.25,SAME,he was a courier,he was a carrier.,he was a carry
273,0.2,0.2,SAME,here in indiana we pay,here in industrial we pay.,here in india we pay
284,0.0,0.2,BETTER,they are tempting at times,they are tempting at times.,they are something at times
286,0.17,0.17,SAME,put a cramp in your viewing,put a crimp in your viewing.,but a cramp in your viewing
287,0.0,0.17,BETTER,the vines are really taking over,the vines are really taking over.,the fines are really taking over
288,0.14,0.0,WORSE,governor the people of detroit don't forget,governor the people of destroyed don't forget.,governor the people of detroit don't forget
291,0.0,0.25,BETTER,i have a standard,i have a standard.,i have a stern
292,0.2,0.2,SAME,i don't want any interruptions,i don't want any interactions.,i don't want any answers
294,0.09,0.09,SAME,i love all the windows that they have out now too,i love all the winders that they have out now too.,i love all the wonders that they have out now too
301,0.25,0.0,WORSE,because that's perfectly clean,because that's presently clean.,because that's perfectly clean
305,0.0,0.25,BETTER,i don't like administration,i don't like administration.,i don't like a
316,0.29,0.0,WORSE,a producer of movies in baltimore called,a prohibition of movies in parliament called.,a producer of movies in baltimore called
318,0.0,0.25,BETTER,barbecues and mexican food,barbecues and mexican food.,beans and mexican food
321,0.14,0.0,WORSE,i have my own policy on freeloaders,i have my own policy on freeloading.,i have my own policy on freeloaders
329,0.12,0.12,SAME,no deaths have been reported in the city,no gangs have been reported in the city.,no names have been reported in the city
332,0.08,0.08,SAME,this is the price paid for counting eggs rather than chicken embryos,this is the price paid for counting eggs rather than chicken ambiance.,this is the price paid for counting eggs rather than chicken habeas
335,0.0,0.08,BETTER,and everyone involved in the case bar the jury had been here before,and everyone involved in the case bar the jury had been here before.,and everyone involved in the case for the jury had been here before
336,0.14,0.0,WORSE,a dog is featured below the text,a dog is pictured below the text.,a dog is featured below the text
338,0.09,0.09,SAME,oh so you need to put away the milk and cereal,hey so you need to put away the milk and cereal.,so you need to put away the milk and cereal
342,0.22,0.22,SAME,i'm not even disputing the results of the board,i'm not even disputing the rustles of the point.,i'm not even disputing the result of the point
343,0.12,0.0,WORSE,and hurricane jose had not turned north yet,and hurricane also had not turned north yet.,and hurricane jose had not turned north yet
347,0.33,0.44,BETTER,i just stood there and soaked it all up,i just to start there and sort it all up.,just to start there and set it all up
349,0.25,0.25,SAME,i was on crutches,i was on trenches.,i was on trenton
354,0.43,0.43,SAME,the sticky slide rugs under the carpet,the stinging cloud grass under the carpet.,the stinking cloud grass under the carpet
370,0.4,0.4,SAME,like the old hank williams,like the old week winners?,like the old he was
372,0.33,0.17,WORSE,taylor attributed this to confirmation bias,taylor indigenous this to confirmation buyers.,dealer attributed this to confirmation bias
376,0.07,0.07,SAME,he can consistently score the damage you need to prowl your hand into play,he can consistently score the damage you need to trial your hand into play.,he can consistently score the damage you need to roll your hand into play
377,0.4,0.6,BETTER,this is headache powders revisited,this is heading powders revision.,this is adding powers revision
380,0.27,0.18,WORSE,pasquale thinks a similar argument should be made for search engines,best well things a similar argument should be made for search engines.,swell things a similar argument should be made for search engines
381,0.44,0.11,WORSE,the hercules and rainbow stag beetles are highlights here,the hercules and grable stack middles are headlines here.,the hercules and rainbow stag beetles are headlines here
384,0.11,0.11,SAME,the news and stories that matter delivered weekday mornings,the news and stories that matter delivered wednesday mornings.,the news and stories that matter delivered winter mornings
387,0.09,0.0,WORSE,are either or both dogs considered dangerous under davis county ordinance,are either or both dogs disinterred dangerous under davis county ordinance?,are either or both dogs considered dangerous under davis county ordinance
390,0.12,0.0,WORSE,the quantity you chose exceeds the quantity available,the quantity you chose exists the quantity available.,the quantity you chose exceeds the quantity available
393,0.1,0.0,WORSE,is it a novelty or a real coin of importance,is it a novelty or a real card of importance?,is it a novelty or a real coin of importance
396,0.14,0.14,SAME,you can always heat it up again,you can always get it up again.,you can always hit it up again
404,0.14,0.0,WORSE,they were pretty much in good taste,they were pretty much in good tastes.,they were pretty much in good taste
410,0.2,0.0,WORSE,our sleeping bags i guess,our sleeping pads i guess.,our sleeping bags i guess
419,0.0,0.25,BETTER,almost like a tingling,almost like a tingling.,almost like a killing
421,0.25,0.25,SAME,i noticed those dogs,i noticed those tracks.,i noticed those talks
430,0.3,0.1,WORSE,there are no more vehicle tokens spread across the map,there are no more vehicle talkers straight at the map.,there are no more vehicle tokens spread out the map
431,0.12,0.0,WORSE,where is the evidence that they possess consciousness,where is the evidence that they possess consciences?,where is the evidence that they possess consciousness
432,0.11,0.0,WORSE,nevertheless i roll my eyes as i get up,nevertheless i roll my house as i get up.,nevertheless i roll my eyes as i get up
433,0.38,0.5,BETTER,people will do humiliating grotesque things for ambition,people will do immunity protect things for admission.,people will do much to protect things for a
435,0.33,0.11,WORSE,they send off emissaries to start new cancer colonies,they said off immaterial to start new cancer colleges.,they set off emissaries to start new cancer colonies
436,0.09,0.0,WORSE,you actually look forward to foxes or raccoons raiding your garbage,you actually look forward to foxes or racoons raiding your garbage.,you actually look forward to foxes or raccoons raiding your garbage
439,0.1,0.2,BETTER,check out ebay craigslist and other online sites for deals,check out ab craigslist and other online sites for deals.,check out be priceless and other online sites for deals
440,0.15,0.0,WORSE,sign up for our daily newsletter of the top stories in courier country,sign up for our daily newsletter of the top stories in curry counting.,sign up for our daily newsletter of the top stories in courier country
441,0.11,0.11,SAME,such threats are a violation of the un charter,such threats are a violation of the human charter.,such threats are a violation of the union charter
449,0.14,0.14,SAME,i like just looking at the billboards,i like just looking at the babies.,i like just looking at the boys
467,0.25,0.0,WORSE,basically the guy commits,basically the guy commenced.,basically the guy commits
469,0.8,1.0,BETTER,waves born exercising boat grateful,was born exorcising but crystal.,way more exciting but stressful
470,0.4,0.6,BETTER,shop spraying mathematics developing nashville,shop string mathematics developing cancel.,shop storing mathematics developer castle
471,1.0,1.0,SAME,run bargains hopeless persists meals,gun bodies endless percents mills.,one bothers endless percent miles
472,0.6,0.6,SAME,keeps allowed monarch strap uses,kits allowed mimic trap uses.,it's allowed my shop uses
475,0.25,0.25,SAME,playing traditional used flat,laying traditional used flat.,making traditional used flat
476,0.5,0.5,SAME,turquoise teams dollars concentration wind's stupidly,cause teams dollars concentration wins commonly.,cause teams dollars concentration was commonly
477,0.83,0.67,WORSE,pops against idol accurate crop steak,pass goes idle accurate crap stick.,pass goes idle accurate crop stick
478,0.6,0.8,BETTER,kept touring shallows hang everyone,get during shallows sing everyone.,but during sal's thing everyone
479,0.4,0.8,BETTER,terms news earning by commitment,dogs knows earning by commitment.,dog's nose honoring my commitment
480,0.25,0.5,BETTER,grandparents engagement throw stage,grandparents engagement through stage.,grandparents enjoyment through stage
481,0.2,0.6,BETTER,elk diplomatic plates reimbursed names,elk diplomatic please reimbursed names.,all diplomatic please reboot names
482,0.5,0.5,SAME,first terror slips done,first diary clips done.,first tear slips down
483,0.33,0.33,SAME,ice hairs blooming coming opinion take,as has blooming coming opinion take.,is blooming coming opinion take
485,0.4,0.8,BETTER,grade nucleus arrive excess destroying,grade nucleus around access destroying.,great necklace of axes destroying
486,0.75,0.5,WORSE,bonsai meeting ghost mainly,bonsai meaning just manly.,bonsai meaning just mainly
487,0.2,0.4,BETTER,resale telling serious understanding moral,resell telling serious understanding moral.,we sell telling serious understanding moral
488,1.0,0.8,WORSE,democratically reduces carbon cramped baked,differently produces common red paint.,drastically reduces common red paint
489,0.25,0.0,WORSE,we're paying basketball people,we're being basketball people.,we're paying basketball people
493,0.25,0.0,WORSE,either savings or investment,either severance or investment.,either savings or investment
494,0.14,0.0,WORSE,magnified vision able to see at night,rectified vision able to see at night.,magnified vision able to see at night
496,0.14,0.14,SAME,blizzards now have a new visual effect,playlists now have a new visual effect.,pleasant now have a new visual effect
504,0.25,0.0,WORSE,they got real fat,they got real fast.,they got real fat
508,0.29,0.14,WORSE,i'm tired of being a pacifist though,i'm kind of being a pessimist though.,i'm kind of being a pacifist though
509,0.0,0.2,BETTER,maybe they're counting on that,maybe they're counting on that.,maybe they're getting on that
515,0.25,0.25,SAME,also known as welfare,also known as wifi.,also known as well
519,0.11,0.0,WORSE,vancouver teacher faces disciplinary action for harassing gay student,decatur teacher faces disciplinary action for harassing gay student.,vancouver teacher faces disciplinary action for harassing gay student
522,0.22,0.0,WORSE,details of this plot were reported two years ago,details of this plant were reported to years ago.,details of this plot were reported two years ago
525,0.11,0.0,WORSE,so what about the enemies of the assad regime,so what about the enemies of the assigned regime?,so what about the enemies of the assad regime
527,0.14,0.0,WORSE,and if i'm so blessed by the gods i'll never have to kill again,and if i'm so placed by the guards i'll never have to kill again.,and if i'm so blessed by the gods i'll never have to kill again
528,0.1,0.0,WORSE,your birthday and age won't be visible to other users,your berthing and age won't be visible to other users.,your birthday and age won't be visible to other users
530,0.08,0.0,WORSE,a man with a small pension is a ward of the government,a man with a small kitchen is a ward of the government.,a man with a small pension is a ward of the government
531,0.18,0.27,BETTER,this week's pick is an algorithm that can diagnose a stroke,this week's pick is an accusation that can diagnose a drug.,this week's pic is an angle that can diagnose a drug
533,0.38,0.38,SAME,the birch canoe slid on the smooth planks,the birch canoe leaned on the spoons place.,the birch canoe leaned on the school's place
534,0.25,0.0,WORSE,glue the sheet to the dark blue background,glue the sheet to the tank blue placard.,glue the sheet to the dark blue background
538,0.14,0.0,WORSE,the juice of lemons makes fine punch,the use of lemons makes fine punch.,the juice of lemons makes fine punch
540,0.38,0.25,WORSE,the hogs were fed chopped corn and garbage,the hands were fed chopped cord and cordage.,the hands were fed chopped corn and cabbage
541,0.43,0.14,WORSE,four hours of steady work faced us,for hours of study work find us.,four hours of steady work found us
543,0.11,0.11,SAME,the fish twisted and turned on the bent hook,the fish twisted and turned on the bait hook.,the fish twisted and turned on the boat hook
544,0.0,0.1,BETTER,press the pants and sew a button on the vest,press the pants and sew a button on the vest.,press the bass and sew a button on the vest
549,0.12,0.0,WORSE,the colt reared and threw the tall rider,the cold reared and threw the tall rider.,the colt reared and threw the tall rider
552,0.0,0.14,BETTER,hoist the load to your left shoulder,hoist the load to your left shoulder.,once the load to your left shoulder
553,0.33,0.33,SAME,a vegetable garden,the vegetable garden.,vegetable garden
564,0.0,0.17,BETTER,the productivity and the training costs,the productivity and the training costs.,the productivity and the training cost
567,0.0,0.2,BETTER,the air is always cool,the air is always cool.,the hair is always cool
569,0.14,0.14,SAME,what kind of running do you do,what kind of writing do you do?,what kind of riding do you do
571,0.25,0.0,WORSE,how large is williams,how large is wiccans?,how large is williams
575,0.57,0.57,SAME,the frosty air passed through the coat,the funding here bust through the code.,the friend he just threw the coat
576,0.5,0.25,WORSE,the crooked maze failed to fool the mouse,the hurricane makes failed to full the most.,the hockey mask failed to fool the mouse
580,0.14,0.14,SAME,the wagon moved on well oiled wheels,the workers moved on well oiled wheels.,the water moved on well oiled wheels
581,0.29,0.0,WORSE,march the soldiers past the next hill,much the soldiers passed the next hill.,march the soldiers past the next hill
582,0.29,0.14,WORSE,a cup of sugar makes sweet fudge,a cup of city makes sweet fun.,a cup of city makes sweet fudge
583,0.14,0.14,SAME,place a rosebush near the porch steps,place a ribbon near the porch steps.,place a recess near the porch steps
586,0.38,0.12,WORSE,use a pencil to write the first draft,use a basal to rate the first trap.,use a pencil to write the first trap
587,0.12,0.0,WORSE,he ran half way to the hardware store,he ran half way to the outerwear store.,he ran half way to the hardware store
588,0.38,0.5,BETTER,the clock struck to mark the third period,the clock struck two for the third pairing.,the look stuck to my the third pairing
590,0.14,0.0,WORSE,cars and busses stalled in snow drifts,cars and busses stalled in snow drips.,cars and busses stalled in snow drifts
591,0.2,0.2,SAME,the set of china hit the floor with a crash,the set of genera hit the floor with a rush.,the set of jenner hit the floor with a judge
592,0.1,0.1,SAME,this is a grand season for hikes on the road,this is a grand season for hart on the road.,this is a grand season for hutch on the road
593,0.11,0.11,SAME,the dune rose from the edge of the water,the dune rose from the hest of the water.,the moon rose from the edge of the water
595,0.11,0.0,WORSE,a yacht slid around the point into the bay,a yacht leaned around the point into the bay.,a yacht slid around the point into the bay
596,0.12,0.0,WORSE,the two met while playing on the sand,the two met while lying on the sand.,the two met while playing on the sand
597,0.38,0.0,WORSE,the ink stain dried on the finished page,the week soon tried on the finished page.,the ink stain dried on the finished page
599,0.14,0.0,WORSE,the lease ran out in sixteen weeks,the lease run out in sixteen weeks.,the lease ran out in sixteen weeks
601,0.12,0.12,SAME,they told me that this was the topic,they told me that this was the coming.,they told me that this was the comic
607,0.4,0.2,WORSE,train accidents and everything else,trade expertise and everything else.,train accident and everything else
614,0.4,0.0,WORSE,somebody's going to change it,some bodies going to change it.,somebody's going to change it
617,0.2,0.2,SAME,if you don't refute it,if you don't resent it.,if you don't repeat it
618,0.25,0.0,WORSE,thank you for participating,thank you for personality.,thank you for participating
623,0.33,0.33,SAME,they don't register,they don't resign.,they don't reason
624,0.2,0.2,SAME,it's called reviewing my life,it's called revealing my life.,it's called living my life
663,0.1,0.2,BETTER,i get less time to be with children these days,i get less time to be with children this days.,i get less time to be with children this day
670,0.0,0.11,BETTER,i would love to have more of these too,i would love to have more of these too.,i would love to have more of these two
686,0.6,0.4,WORSE,sports miss companies aren't television,sports misc companies art tv.,sports most companies are television
687,0.4,0.2,WORSE,drug newspaper you'll report baby,truck newspaper fuel report baby.,from newspaper you'll report baby
689,0.2,0.8,BETTER,avoid anymore we'd guys oil,avoid anymore when guys oil.,avoid any more white guys all
690,0.17,0.0,WORSE,funny past decisions dallas future bring,money past decisions dallas future bring.,funny past decisions dallas future bring
692,0.0,0.2,BETTER,child boys classical clothes team,child boys classical clothes team.,sad boys classical clothes team
693,0.4,0.2,WORSE,store somewhere unusual helps miss,store somewhere unusual house misc.,store somewhere unusual house miss
694,0.2,0.0,WORSE,course girl exactly fan watching,coarse girl exactly fan watching.,course girl exactly fan watching
695,0.4,0.2,WORSE,you'll middle benefits education lives,cool middle benefits education life.,you'll middle benefits education life
696,0.17,0.33,BETTER,mother testing second easier program number,mother testing second easier from program number.,mother testing circuit easier from program number
697,0.2,0.4,BETTER,coming sun york favorite food,coming soon york favorite food.,coming soon your favorite food
698,0.6,0.6,SAME,grew spend men necessarily you've,you spend many necessarily move.,go spend mean necessarily you
699,0.4,0.2,WORSE,vote month expected fan nursing,first month expected fine nursing.,vote month expected for nursing
700,0.2,0.4,BETTER,thank york catch along set,thank york can along set.,think york can along set
701,0.2,0.4,BETTER,mother team system amount texas,mother team system amount taxes.,other team system amount taxes
702,0.4,0.4,SAME,story noise sounds eight friends,story noise sounds it it friends.,story noise sounds is it friends
703,0.33,0.33,SAME,line talked turn depends across weekend,line talked to depends across.,i talked to depends across weekend
707,0.14,0.0,WORSE,this policy is important for social interest,this policy is important for social interests.,this policy is important for social interest
708,0.11,0.0,WORSE,i know what the deal was in the past,i knew what the deal was in the past.,i know what the deal was in the past
711,0.25,0.0,WORSE,they gave variety of benefits to their employees,they give variety of benefits to their employments.,they gave variety of benefits to their employees
718,0.33,0.0,WORSE,he says he was paid today,he said he was bad today.,he says he was paid today
726,0.14,0.0,WORSE,i will give you mine for free,i will give you one for free.,i will give you mine for free
727,0.0,0.17,BETTER,how much is your card worth,how much is your card worth?,how much is your car worth
731,0.25,0.0,WORSE,stones with runes on them served as checkpoints,stones with ruins on them served as templates.,stones with runes on them served as checkpoints
736,0.17,0.0,WORSE,it seems like you walk quicker,it seems like you work quicker.,it seems like you walk quicker
740,0.29,0.0,WORSE,do you believe in the dallas cowboys,do you believe in the palace compares?,do you believe in the dallas cowboys
744,0.25,0.5,BETTER,real rough type camping,real rough time camping.,real rough time coming
763,0.57,0.0,WORSE,i often listen to this wonderful music,hi i have been listening to this wonderful music.,i often listen to this wonderful music
783,0.4,0.2,WORSE,this is teacher's favourite topic,this is teachers' favorite topic.,this is teacher's favorite topic
803,0.2,0.2,SAME,i'm watching my kid's education,i'm watching my kids education.,i'm watching my kids' education
804,0.0,0.17,BETTER,i bought these new clothes today,i bought these new clothes today.,i bought this new clothes today
842,0.0,0.17,BETTER,that woman will check this fact,that woman will check this fact.,that woman will take this fact
848,0.11,0.22,BETTER,the baby will stick its head in the food,the baby will stick its is in the food.,the baby will stick it is in the food
850,0.4,0.0,WORSE,we should turn around and pick her up from school,we should guard aground and big or up from school.,we should turn around and pick her up from school
851,0.14,0.29,BETTER,the car will go north from here,the car will go north to here.,the car will go for the here
856,0.2,0.0,WORSE,can you put the book down for a few minutes,can you book the book car for a few minutes?,can you put the book down for a few minutes
859,0.14,0.0,WORSE,we talked about this the other day,we we talked about this the other day.,we talked about this the other day
868,0.22,0.11,WORSE,do you know that i've never seen a monkey,do you know that have never seen a puppy?,do you know that i've never seen a puppy
872,0.17,0.17,SAME,i think it's caused a lot,i think it's cost a lot.,i think it's got a lot
873,0.2,0.0,WORSE,if you haven't slowed down,if you haven't cleaned down.,if you haven't slowed down
874,0.0,0.2,BETTER,keeps to their own turf,keeps to their own turf.,keep to their own turf
880,0.29,0.29,SAME,wasn't allowed to run a lawn mower,wasn't allowed to run a learn more.,wasn't allowed to run a lot more
887,0.0,0.12,BETTER,i mean i've haven't had it that long,i mean i've haven't had it that long.,i mean i haven't had it that long
889,0.0,0.2,BETTER,check out our free versions,check out our free versions.,check out our free version
891,0.17,0.0,WORSE,i'm in charge of raising them,i'm in choice of raising them.,i'm in charge of raising them
903,0.0,0.22,BETTER,employees should do some field work when they join,employees should do some field work when they join.,employees should do some field work when the sun
904,0.14,0.14,SAME,where is that awful noise coming from,where is is that awful noise coming from?,where it is that awful noise coming from
906,0.11,0.0,WORSE,the old newspaper will have a report on this,the old newspaper will have a re report on this.,the old newspaper will have a report on this
910,0.17,0.17,SAME,the work gets easier with experience,the work reads easier with experience.,the work is easier with experience
918,0.09,0.0,WORSE,most of us think we know the story of detroit michigan,most of us think we know the story of destroyed michigan.,most of us think we know the story of detroit michigan
